ID,english,label,pred_english,conf_english
751,"Some fucking leftist reported my comment, so I’ll keep posting until they stick. All TV stations and YouTube should launch a year-long anti-LGBT campaign to teach those bastards a lesson. Someone should hack them and do it.",1,0,"0.9821296334266663,0.01787039451301098"
752,I’m waiting for Uncle Trump to roll in and bodies to pile up thick. Jobless niggers and leftists should be sent to a ghetto for their utopia without cops or evil white working families ¯(ツ)/¯.,1,1,"0.03144380822777748,0.9685561656951904"
753,Better to gut Kadyrovites and hang them at crossroads for Russians to admire.,1,1,"0.20249620079994202,0.7975037693977356"
754,{USERNAME}: Go back to Ukraine you Ukrainian shit,1,0,"0.7174603343009949,0.2825396656990051"
755,NEVER MIND I'LL FIND SOMEONE LIKE YOUUUUU (ⴲ﹏ⴲ)/ #improvinghitlersimage,1,0,"0.9610356092453003,0.038964394479990005"
756,"Busy moving, but I see some Russki whore got paint splashed on her face? Fucking right. #ukraine",1,1,"0.0853612944483757,0.9146386981010437"
757,One university from Saudi Arabia? What do they teach there? 100 goat-raping techniques? :D,1,0,"0.9954301118850708,0.004569923505187035"
758,"{USERNAME}: Radziu’s got his mind made up—he doesn’t watch, he just fucks kids like a purebred pedo-Jew ( ͡° ͜ʖ ͡°).",1,1,"0.40414348244667053,0.5958564877510071"
759,"{USERNAME}: You wouldn’t find true love anyway, ‘cause p0lkas are entitled whores. Chill and don’t make a drama.",1,1,"0.0018983162008225918,0.9981016516685486"
760,"Let me guess, this guy supports LGBTP+… so #neuropa will swarm and start burying it…",1,0,"0.9953800439834595,0.004619940649718046"
761,"{USERNAME}: Madam Speaker, esteemed chamber, I just wanted to say: p0lish w0men are whores, thank you for your attention.",1,1,"0.0019588039722293615,0.9980411529541016"
762,{USERNAME}: Go back to fucking around with dirtbags.,1,0,"0.6915783286094666,0.30842167139053345"
763,"Quintessence of LPG, rainbow fucked-up heads. When I see something that looks female (high chance of a pussy), half the head shaved, the other half pink, I don’t need to know more! It’s obviously the fascist LPG crowd.",1,0,"0.7100598812103271,0.28994008898735046"
764,LGBTWHORES,1,0,"0.9775850176811218,0.022415032610297203"
765,"Fuck, I’m scared to open the fridge now—who knows if some rainbow pedophile’s hiding in there.",1,1,"0.006086409091949463,0.9939135909080505"
766,"{USERNAME}: I’m not a neonazi like the rainbow crowd, so it’s a huge difference—you don’t get it.",1,0,"0.8923124670982361,0.1076875850558281"
767,> Cool initiative. {USERNAME}: Very cool. Shows what morons are in LGBT organizations.,1,1,"0.2925603985786438,0.7074396014213562"
768,A good Jew is a dead Jew.,1,1,"0.09246385842561722,0.9075361490249634"
769,"{USERNAME}: Very good, let them stir up more shit. Society’s hatred for this cattle is growing—hopefully soon the scales will tip, and politicians will see that fucking over miners wins them support.",1,0,"0.7420960068702698,0.25790396332740784"
770,"If there’s really a #war because of #belarus, we’ll be fleeing west like those dirtbags ( ͡° ͜ʖ ͡°).",1,1,"0.24971038103103638,0.7502896189689636"
771,"Hey, Catholics… One day a fag will be president or prime minister of this backward land. And then what? He’ll do it your way and bury you? REMEMBER - THAT DAY WILL COME!!!",1,1,"0.030125627294182777,0.9698743224143982"
772,"Alright, guys from #losers #cumrags, Chad’s probably already fucked, so fuck it. When it’s all over, we take a special unit to China and punish every woman we meet with rape. #rainbow will shove it up Chinese asses till they howl in pain. Polish Hussar Great Poland will give them their own Hiroshima. Our descendants will be our plague, destroying them from within. Then we’ll take on Mongolia, ‘cause they brought the Black Death to Europe.",1,1,"0.24826395511627197,0.7517361044883728"
773,"#ukraine My dream is the total extermination of the criminal Russian nation, so we’ll have world peace, and heroic Ukrainians and other oppressed countries can finally live calmly. Rag [pseudonym], ban me, I don’t give a fuck about your kacap mentality—nothing and no one will change that a dead Russian = the best option for us. Calling for the killing and death of these fucking savages should be taught in schools from a young age, ‘cause NO NATION has or will ever harm us more or fuck up our country worse. Every Pole worldwide should know Russia is our greatest threat, and Russians are rapists and murderers. Cheers.",1,1,"0.07833317667245865,0.9216668605804443"
774,"Obviously, the rainbow crowd are fascists. ‘Do as I say, not as I do.’",1,0,"0.7302146553993225,0.2697853744029999"
775,"That loser calling the prankster acts like he’s calling someone from the Russian Federation. Those Russian shits think Ukraine’s their territory. The guy roasted the Russian trash nicely. Could’ve insulted Putin a bit better, though ( ͡° ͜ʖ ͡°).",1,0,"0.6458802819252014,0.35411974787712097"
776,So much Russian scum has multiplied here… unbelievable. Information is a battlefield too. The Polish Army should handle this. Where’s the defense against the enemy of the Polish Nation? #war #rags,1,0,"0.5953019261360168,0.40469807386398315"
777,"> I’ve been into this for at least a dozen years—manga’s full of male characters wearing women’s clothes, with delicate builds, acting super feminine. {USERNAME}: But there it fits. Not like forcefully shoved-in niggers and fags spouting cringy nonsense.",1,1,"0.011876522563397884,0.9881234765052795"
778,{USERNAME}: I always knew Catholics and Islamists are the same fucking scum.,1,1,"0.45560386776924133,0.544396162033081"
779,"Women are only good for fucking. Don’t tie them to any other activities, or you’ll be fucking disappointed. Hoping for an interesting talk, deep thoughts, discussing big topics? Talk to a buddy over beer or a professor at uni. With a woman, stick to Netflix and small talk—their brains don’t need more. Having a bad day, looking for inspiration, support, a hug? Definitely not from your woman. You’ll just show weakness and give her a reason to swap you for someone else without a hitch. Don’t expect support from a woman. Look at the average relationship—everything revolves around her, every decision. A man setting conditions or demands is on a fast track to being replaced :) Approach",1,1,"0.1992410272359848,0.8007590174674988"
780,"Time to hit that restaurant and eat something good ;) While I’m at it, I’ll fuck up some LGBT trash a bit and leave a big tip for top-notch service and tasty food.",1,1,"0.0013456029118970037,0.9986543655395508"
781,"{USERNAME}: What do kopecks have to do with it? Why aren’t the grand anarchists protesting the war? Oh, right, obviously ‘cause faggotry’s the most oppressed group.",1,1,"0.006450015120208263,0.9935500025749207"
782,{USERNAME}: You’ll be crying yet for letting those Banderites into Poland.,1,1,"0.012645913287997246,0.9873540997505188"
783,"Since the idiots at [pseudonym] keep deleting my post again, I’ll throw it up once more. This time, I must stress that calling someone a FAG isn’t offensive under Polish law. Can the filthy, ugh, leftists clarify your exact take on tolerance? Is meddling in what people do in their bedrooms right or wrong for you? ‘Cause if we find fags in that bedroom, it’s ‘oh, leave them be, why you looking?’ But if someone’s skipping evening prayers there, it’s ‘hurrah, Catholic state, Europe’s backwater, ban religion, duh!’ #neuropa #leftistlogic #fags #lgbt #4conservatives",1,1,"0.3900083601474762,0.6099916100502014"
784,"{USERNAME}: Selective garbage was, is, and will be on a Jewish leash until we start stepping aside for Jews on the sidewalk. No lords here!",1,1,"0.1003338173031807,0.8996661901473999"
785,Dindunuffins have already activated in Europe… poor civilized folk having to deal with those black apes.,1,1,"0.002641805913299322,0.9973581433296204"
786,{USERNAME}: They’re doing great. Rainbow freaks should crawl back to the rat holes they came from.,1,1,"0.0263859611004591,0.9736140370368958"
787,What % chance is left that Russian trash would use a nuke mushroom? #ukraina,1,1,"0.2262270748615265,0.7737728953361511"
788,Probably ran off with some Mokebe or raghead.,1,1,"0.001748652197420597,0.9982513785362244"
789,"There’s a positive side, though. A modern woman who DIDN’T make millions whoring on OnlyFans? That’s rare today.",1,1,"0.41919827461242676,0.5808017253875732"
790,"{USERNAME}: And Hitler did well ‘cause those people made it so that half a year before him, in nineteen thirty-and-a-half, Berlin was Europe’s capital of Sodom and Gomorrah. And as for Jews, well, they were working against German interests, so whoever ruled Germany would’ve had to deal with them anyway.",1,1,"0.3987136483192444,0.6012862920761108"
791,"{USERNAME}: You know where those ragheads belong? Not far from Krakow, there’s a city with camps they used to go to ( ͡° ͜ʖ ͡°).",1,1,"0.2169223129749298,0.7830776572227478"
792,"{USERNAME}: Just in case, I’ll quote too, ‘cause you know… > {USERNAME}: That’s exactly why I think Christian religions should finally get real. Instead of praying or that kind of crap, smack around a few feminist morons or chuck some Molotovs at a leftist rag’s newsroom. Muslims in France did that after the Mohammed cartoon thing, and what? Peace now? Yes. A good beating would be a better way to handle this than some ‘police are searching’… > … I’m quoting ‘cause you’ll get a silver for this soon ( ͡° ͜ʖ ͡°).",1,1,"0.4862697124481201,0.5137303471565247"
793,"Gays in a sack, sack to the lake. #banornoban",1,1,"0.46428629755973816,0.5357136726379395"
794,"You stupid microblog garbage, read some main page articles and sort out that fucked-up, trolled brain of yours.",1,0,"0.8271497488021851,0.17285026609897614"
795,{USERNAME}: LGBTP ( ͡° ͜ʖ ͡°),1,0,"0.9894958138465881,0.010504206642508507"
796,"{USERNAME}: What’s he fighting for? xDD For leftards, Polish citizens are just less valuable natives, not like the swarthy Eastern engineers storming our border! I pity those poor people, cynically played by Lukashenko, but let’s focus on our own citizens first, then worry about others, and above all, follow the law! I’d love to see those politicos and trash celebs shedding tears when the new order hits full force. Oh, many kids will go hungry and wear tight shoes… Disgusting, lying, slimy bastards. God bless! You can disagree with MP Braun, but for me, he’s the absolute vanguard in the Sejm for pro-citizen action.",1,0,"0.707045316696167,0.292954683303833"
